AAV;AAV2020;nom_aire_urbaine;categorie_taille;detail_taille;nombre_communes;categorie_desc;conso_enaf_total;conso_infra_total;conso_totale;evol_pop;pop14;pop20;surfcom2023;conso_act;conso_hab;conso_mix;conso_rou;conso_fer;conso_inc;densite_pop;taux_evol_pop;conso_enaf_par_hab;conso_par_nouvel_hab;coef_artif;part_act;part_hab;part_mix;part_rou;part_fer;part_inc;typologie
220;220;Fécamp;1;14;26;Petite;20886;8322;29208;-1274;35798;34524;164300280;2964;17922;0;8322;0;0;210.12745687347584;-3.5588580367618308;0.6049704553354188;-16.39403453689168;0.00017777206466111926;10.147904683648315;61.35990139687757;0.0;28.49219391947412;0.0;0.0;Dense, Faible conso, Croissance modérée
221;221;Noeux-les-Mines;1;14;8;Petite;190279;273;190552;-778;35530;34752;44932335;175935;14344;0;273;0;0;773.4296470459414;-2.1896988460455953;5.475339548802946;-244.5745501285347;;92.3291280070532;7.527604013602586;0.0;0.143267979344221;0.0;0.0;Dense, Faible conso, Croissance modérée
222;222;Beaucaire;1;14;5;Petite;36766;5436;42202;814;34800;35614;202707468;701;36065;0;5436;0;0;175.6916030345759;2.339080459770115;1.0323468298983547;45.16707616707617;0.00020819163899773047;1.6610587175963225;85.45803516421022;0.0;12.88090611819345;0.0;0.0;Dense, Faible conso, Croissance modérée
223;223;Châteaudun;1;14;25;Petite;97841;2464;100305;-1252;35234;33982;698212947;39915;54701;503;2464;0;2722;48.66996543964115;-3.5533859340409832;2.8792007533400037;-78.14776357827476;0.00014365961048270278;39.79362943023778;54.53466925876078;0.5014705149294651;2.4565076516624296;0.0;2.713723144409551;Dense, Faible conso, Croissance modérée
224;224;Millau;1;14;23;Petite;78480;248;78728;728;33920;34648;831308386;21333;52722;3122;248;0;1303;41.67887703709511;2.1462264150943393;2.26506580466405;107.8021978021978;9.470372406420065e-05;27.097093791281374;66.96727974799309;3.9655522812722284;0.3150086373336043;0.0;1.6550655421197034;Dense, Faible conso, Croissance modérée
225;225;Thiers;1;14;19;Petite;117919;1885;119804;-820;34414;33594;415432198;7407;102658;0;1885;0;7854;80.86518127802891;-2.3827512059045737;3.510120854914568;-143.80365853658537;0.0002883840024359402;6.182598243798203;85.68829087509599;0.0;1.5734032252679375;0.0;6.555707655837868;Dense, Faible conso, Croissance modérée
226;226;Figeac;1;14;59;Petite;119214;7755;126969;552;33919;34471;760490727;27134;86037;1433;7755;0;4610;45.32731140060305;1.6274064683510718;3.4583853093905024;215.9673913043478;0.00016695667086023523;21.370570769242885;67.76220967322732;1.1286219470894472;6.107790090494531;0.0;3.6308075199458134;Dense, Faible conso, Croissance modérée
227;227;La Ferté-Bernard;1;14;37;Petite;126712;5938;132650;-678;34348;33670;620342043;13325;112988;399;5938;0;0;54.276508226285095;-1.9739140561313613;3.763350163350163;-186.89085545722713;0.00021383364467528117;10.04523181304184;85.17753486618922;0.30079155672823216;4.476441764040709;0.0;0.0;Dense, Faible conso, Croissance modérée
228;228;Châteaubriant;1;14;20;Petite;153338;4678;158016;78;33737;33815;639173002;20747;121573;4940;4678;0;6078;52.90429960932549;0.23120016598986276;4.534614815910099;1965.871794871795;0.0002472194531145106;13.129683070068854;76.9371456055083;3.126265694613204;2.9604597002835153;0.0;3.8464459295261237;Dense, Faible conso, Croissance modérée
229;229;Loudéac;1;14;22;Petite;190293;6168;196461;-186;33690;33504;570919527;61347;127546;266;6168;0;1134;58.6842775829596;-0.5520926090828139;5.67970988538682;-1023.0806451612904;0.0003441132956729294;31.226044863866107;64.92179109339767;0.13539582919765245;3.1395544153801516;0.0;0.5772137981584131;Dense, Faible conso, Croissance modérée
230;230;Bernay;1;14;36;Petite;256074;322;256396;-1180;33619;32439;514125044;111847;144227;0;322;0;0;63.09554529306298;-3.5099199857223597;7.894016461666513;-217.01186440677967;0.0004987035799796595;43.622755425201646;56.25165759216212;0.0;0.12558698263623458;0.0;0.0;Peu dense, Forte conso, Croissance modérée
231;231;Pornic;1;14;7;Petite;96440;337;96777;4411;31422;35833;198104714;8462;84884;0;337;0;3094;180.87908801604792;14.037935204633698;2.6913738732453325;21.86352301065518;0.0004885143722526461;8.74381309608688;87.71092304989821;0.0;0.3482232348595224;0.0;3.197040619155378;Dense, Faible conso, Croissance modérée
232;232;Caudry;1;14;17;Petite;42247;0;42247;-1518;33147;31629;116564449;11307;27906;1;0;0;3033;271.34345223902704;-4.579599963797628;1.3357045749154257;-27.830698287220027;0.0003624346905290137;26.76403058205316;66.05439439486828;0.002367031978602031;0.0;0.0;7.17920799109996;Dense, Faible conso, Croissance modérée
233;233;Sarlat-la-Canéda;1;14;45;Petite;306538;7551;314089;-247;32234;31987;746106993;21650;281989;2150;7551;0;749;42.87186730603395;-0.7662716386424273;9.583205677306406;-1241.0445344129555;0.00042097045456857153;6.892950724157802;89.77996682468982;0.6845193559787194;2.404095654416423;0.0;0.23846744075723758;Peu dense, Forte conso, Croissance modérée
234;234;Avranches;1;14;32;Petite;246560;34522;281082;937;31742;32679;310207447;25642;200740;20159;34522;0;19;105.34563343348749;2.951924894461597;7.544906514887236;263.13767342582713;0.0009061097749855115;9.122604791484337;71.41688190634761;7.171928476387674;12.281825232494432;0.0;0.006759593285945027;Peu dense, Forte conso, Croissance modérée
235;235;Berck;1;14;19;Petite;107432;20061;127493;-665;32338;31673;192745228;70916;36515;0;20061;0;1;164.3257284688781;-2.056404230317274;3.3919110914659174;-161.55187969924813;0.0006614586587845381;55.62344599311335;28.6407881217008;0.0;15.734981528397638;0.0;0.0007843567882158237;Dense, Faible conso, Croissance modérée
236;236;Hazebrouck;1;14;11;Petite;83850;1874;85724;-404;32456;32052;149290935;2547;78532;2771;1874;0;0;214.69488418704057;-1.2447621395119548;2.616061400224635;-207.54950495049505;0.0005742076704121385;2.9711632681629414;91.61028416779432;3.232466987074798;2.1860855769679435;0.0;0.0;Dense, Faible conso, Croissance modérée
237;237;Pont-Audemer;1;14;34;Petite;147799;1704;149503;-418;31985;31567;339839510;37433;108590;1776;1704;0;0;92.88796349782872;-1.306862591839925;4.682073050970951;-353.5861244019139;0.0004399223621761931;25.03829354594891;72.63399396667626;1.187936028039571;1.1397764593352642;0.0;0.0;Dense, Faible conso, Croissance modérée
238;238;Trouville-sur-Mer;1;14;35;Petite;606748;68;606816;-775;32818;32043;255805022;42839;563909;0;68;0;0;125.26337344542047;-2.3615089280273023;18.93543051524514;-782.9006451612903;0.002372181731443881;7.059635869851817;92.92915809734747;0.0;0.011206032800717186;0.0;0.0;Peu dense, Forte conso, Croissance modérée
239;239;Autun;1;14;42;Petite;35532;98;35630;-1328;32776;31448;1064828261;7435;28097;0;98;0;0;29.533400973473974;-4.0517451793995605;1.1298651742559145;-26.75602409638554;3.3460794857697716e-05;20.867246702217233;78.85770418186921;0.0;0.275049115913556;0.0;0.0;Dense, Faible conso, Croissance modérée
240;240;Remiremont;1;14;12;Petite;105837;1750;107587;-216;31832;31616;287926687;8789;94586;2462;1750;0;0;109.80572981760457;-0.6785624528776074;3.34757717611336;-489.9861111111111;0.00037366109102627225;8.169202598826995;87.91582626153718;2.2883805664253116;1.626590573210518;0.0;0.0;Dense, Faible conso, Croissance modérée
241;241;Parthenay;1;14;26;Petite;190391;18223;208614;-667;31101;30434;542114902;22629;134856;1400;18223;0;31506;56.13939016935564;-2.144625574740362;6.255865150818164;-285.44377811094455;0.00038481509958565943;10.847306508671519;64.64379188357445;0.6710958996040535;8.735271841774761;0.0;15.10253386637522;Dense, Faible conso, Croissance modérée
242;242;Noyon;1;14;38;Petite;43502;688;44190;-714;31058;30344;235389494;31809;11693;0;688;0;0;128.90974649871163;-2.2989245926975337;1.4336277353018718;-60.92717086834734;0.0001877314031695909;71.98234894772573;26.46073772346685;0.0;1.5569133288074224;0.0;0.0;Dense, Faible conso, Croissance modérée
243;243;Ambérieu-en-Bugey;1;14;15;Petite;54233;1470;55703;674;30389;31063;198345442;13207;40560;466;1470;0;0;156.61060666067638;2.2179077955839284;1.7459034864629945;80.46439169139465;0.0002808383164156603;23.7096745238138;72.81474965441717;0.836579717429941;2.638996104339084;0.0;0.0;Dense, Faible conso, Croissance modérée
244;244;Château-Gontier-sur-Mayenne;1;14;19;Petite;223354;28661;252015;286;30350;30636;483871369;39013;183717;0;28661;0;624;63.3143474955221;0.9423393739703461;7.29057318187753;780.9580419580419;0.0005208305680925709;15.48042775231633;72.8992321885602;0.0;11.37273574985616;0.0;0.24760430926730553;Peu dense, Forte conso, Croissance modérée
245;245;Villefranche-de-Rouergue;1;14;34;Petite;108717;2301;111018;-242;30530;30288;788222794;13984;94733;0;2301;0;0;38.42568399512689;-0.7926629544710122;3.5894413629160065;-449.24380165289256;0.0001408459649290477;12.59615557837468;85.33120755192851;0.0;2.072636869696806;0.0;0.0;Dense, Faible conso, Croissance modérée
246;246;Friville-Escarbotin;1;14;33;Petite;79682;5743;85425;-1216;31123;29907;246686295;37563;42119;0;5743;0;0;121.2349474055703;-3.9070783664813806;2.664326077506938;-65.5279605263158;0.0003462900117738604;43.97190517998244;49.30523851331577;0.0;6.722856306701786;0.0;0.0;Dense, Faible conso, Croissance modérée
247;247;Étaples - Le Touquet-Paris-Plage;1;14;21;Petite;63906;578;64484;-201;30757;30556;176914258;7738;56168;0;578;0;0;172.71643532541057;-0.6535097701336281;2.091438669982982;-317.94029850746267;0.00036449295115603404;11.999875938217231;87.10377768128528;0.0;0.8963463804974878;0.0;0.0;Dense, Faible conso, Croissance modérée
248;248;Eu;1;14;26;Petite;83959;1525;85484;-1583;30593;29010;225761302;27251;55342;554;1525;0;812;128.49855020768794;-5.174386297519041;2.894139951740779;-53.03790271636134;0.00037864770996049623;31.878480183426138;64.73960039305601;0.6480744934724627;1.7839595713817789;0.0;0.9498853586636096;Dense, Faible conso, Croissance modérée
249;249;Sallanches;1;14;4;Petite;61246;2049;63295;2066;29490;31556;174932279;13647;45979;1620;2049;0;0;180.3898067320097;7.005764665988471;1.9408670300418305;29.644724104549855;0.00036182573257391795;21.560944782368274;72.64238881428233;2.5594438739236907;3.2372225294257055;0.0;0.0;Dense, Faible conso, Croissance modérée
250;250;Val de Briey;1;14;14;Petite;10980;301;11281;-18;30058;30040;152886397;3672;7308;0;301;0;0;196.4857606004019;-0.059884223833921085;0.3655126498002663;-610.0;7.378681309364626e-05;32.550305823951774;64.78149100257069;0.0;2.6682031734775284;0.0;0.0;Dense, Faible conso, Croissance modérée
251;251;Digne-les-Bains;1;13;34;Petite;27414;1014;28428;446;29652;30098;1250823182;3720;22694;0;1014;0;1000;24.06255371112877;1.5041143936328072;0.910824639510931;61.46636771300449;2.272743294903212e-05;13.085690164626424;79.829745321514;0.0;3.566905867454622;0.0;3.517658646404953;Dense, Faible conso, Croissance modérée
252;252;Nogent-le-Rotrou;1;13;25;Petite;93635;1083;94718;-1700;30600;28900;590364446;2543;82089;7237;1083;0;1766;48.95281244629694;-5.555555555555555;3.2399653979238754;-55.07941176470588;0.00016043987852208837;2.6848117570050043;86.6667370510357;7.64057518106379;1.1433940750438143;0.0;1.8644819358516862;Dense, Faible conso, Croissance modérée
253;253;Oloron-Sainte-Marie;1;13;44;Petite;117008;2051;119059;-357;29896;29539;755413449;17804;73854;0;2051;0;25350;39.10308988952088;-1.1941396842386942;3.961136125122719;-327.7535014005602;0.00015760773144508843;14.953930404253354;62.03142979531157;0.0;1.72267531224015;0.0;21.291964488194928;Dense, Faible conso, Croissance modérée
254;254;Cosne-Cours-sur-Loire;1;13;30;Petite;133943;516;134459;-1443;30334;28891;725002777;6301;121042;0;516;0;6600;39.849502535077875;-4.757038306850399;4.636149665985947;-92.82259182259182;0.00018545997927950006;4.68618686737221;90.02149354078195;0.0;0.38376010531091265;0.0;4.908559486534929;Dense, Faible conso, Croissance modérée
255;255;Ploërmel;1;13;19;Petite;205976;9895;215871;56;29511;29567;478779764;32910;168537;1404;9895;0;3125;61.75490741918658;0.18975975060147066;6.966415260256367;3678.1428571428573;0.00045087745187158743;15.24521589282488;78.07301582889782;0.650388426421335;4.583756039486545;0.0;1.4476238123694243;Peu dense, Forte conso, Croissance modérée
256;256;Bruay-la-Buissière;1;13;2;Petite;31926;1992;33918;-946;29965;29019;22821004;0;31926;0;1992;0;0;1271.59173189751;-3.1570165192724846;1.1001757469244289;-33.74841437632135;0.0014862623923119246;0.0;94.12701220590837;0.0;5.8729877940916335;0.0;0.0;Dense, Faible conso, Croissance modérée
257;257;Guingamp;1;13;15;Petite;97964;10385;108349;111;28765;28876;262748959;47988;49976;0;10385;0;0;109.89957908834188;0.385885624891361;3.392575148912592;882.5585585585585;0.00041236700009152083;44.29021033881254;46.12502191990696;0.0;9.584767741280492;0.0;0.0;Dense, Faible conso, Croissance modérée
258;258;Segré-en-Anjou Bleu;1;13;6;Petite;332352;11598;343950;46;28712;28758;521104954;94690;221872;1646;11598;0;14144;55.18657955418324;0.1602117581499025;11.556853745044856;7225.04347826087;0.0006600397815446598;27.53016426806222;64.5070504433784;0.4785579299316761;3.372001744439599;0.0;4.112225614188109;Peu dense, Forte conso, Croissance modérée
259;259;Luxeuil-les-Bains;1;13;41;Petite;173041;13917;186958;-1280;29336;28056;481552421;6370;161288;4345;13917;0;1038;58.26156982398392;-4.36323970548132;6.167700313658398;-135.18828125;0.00038824018288966303;3.4071823618138835;86.26964344933087;2.3240513912215577;7.443917885300441;0.0;0.5552049123332513;Dense, Faible conso, Croissance modérée
260;260;Langres;1;13;77;Petite;49775;956;50731;-705;28368;27663;916583821;9393;36196;4;956;0;4182;30.180545811750697;-2.4851945854483923;1.7993348516068395;-70.60283687943263;5.534791127411794e-05;18.515306223019458;71.34887938341447;0.007884725315881809;1.884449350495752;0.0;8.24348031775443;Dense, Faible conso, Croissance modérée
261;261;Hendaye (partie française);1;13;3;Petite;22995;1044;24039;2067;27280;29347;73296299;0;22995;0;1044;0;0;400.3885653216951;7.576979472140763;0.7835553889665042;11.124818577648766;0.0003279701748651729;0.0;95.65705728191688;0.0;4.342942718083115;0.0;0.0;Dense, Faible conso, Croissance modérée
262;262;L'Aigle;1;13;32;Petite;115770;36;115806;-825;27852;27027;548554619;7205;105650;2915;36;0;0;49.26947848742843;-2.962085308056872;4.283494283494283;-140.3272727272727;0.00021111115646261654;6.221612006286375;91.23016078614235;2.51714073536777;0.03108647220351277;0.0;0.0;Dense, Faible conso, Croissance modérée
263;263;Aire-sur-la-Lys;1;13;15;Petite;133397;260;133657;-925;27657;26732;107196985;43621;77783;11993;260;0;0;249.37268524856367;-3.344542068915645;4.990161604070028;-144.21297297297298;0.001246835440381089;32.63652483596071;58.19597926034551;8.97296811988897;0.1945277838048138;0.0;0.0;Dense, Faible conso, Croissance modérée
264;264;Romilly-sur-Seine;1;13;26;Petite;38389;0;38389;37;27278;27315;320575606;1061;31470;393;0;0;5465;85.20610891397645;0.13564044284771612;1.405418268350723;1037.5405405405406;0.00011975022204278388;2.7638125504701865;81.97660788246634;1.0237307562062048;0.0;0.0;14.235848810857277;Dense, Faible conso, Croissance modérée
265;265;Bayeux;1;13;29;Petite;204056;26304;230360;-1106;27916;26810;238519492;129779;68113;1766;26304;0;4398;112.40171516045321;-3.961885656970913;7.611189854531891;-184.499095840868;0.0009657910893085417;56.33747178329571;29.56806737280778;0.7666261503733287;11.418649071019274;0.0;1.9091856225039068;Peu dense, Forte conso, Croissance modérée
266;266;Biscarrosse;1;13;7;Petite;238041;66459;304500;1581;26167;27748;720933733;75582;162459;0;66459;0;0;38.48897440896971;6.041961248901288;8.57867233674499;150.56356736242884;0.0004223689169500964;24.82167487684729;53.35270935960591;0.0;21.8256157635468;0.0;0.0;Peu dense, Forte conso, Croissance modérée
267;267;Privas;1;13;24;Petite;101049;1537;102586;797;26510;27307;333397719;0;100932;36;1537;0;81;81.90517944125466;3.0064126744624673;3.7004797304720403;126.78670012547052;0.0003076985658681126;0.0;98.38769422728248;0.035092507749595464;1.4982551225313394;0.0;0.07895814243658979;Dense, Faible conso, Croissance modérée
268;268;Castelnaudary;1;13;34;Petite;184041;3690;187731;1485;26101;27586;477305604;72409;102315;3317;3690;0;6000;57.795256893736365;5.6894371863147;6.671536286522149;123.93333333333334;0.0003933140495874002;38.5706143364708;54.50085494670566;1.7668898583611659;1.9655784074020806;0.0;3.1960624510602935;Dense, Faible conso, Croissance modérée
269;269;Miramas;1;13;1;Petite;105619;716;106335;850;25583;26433;25783102;0;70750;34869;716;0;0;1025.2063541462155;3.3225188601805886;3.995725040668861;124.25764705882352;;0.0;66.53500728828702;32.7916490337142;0.6733436779987775;0.0;0.0;Dense, Faible conso, Croissance modérée
270;270;Pithiviers;1;13;27;Petite;124630;63;124693;-192;26353;26161;386070153;24024;94125;2457;63;0;4024;67.76229604053334;-0.7285698022995484;4.763961622262146;-649.1145833333334;0.00032298016055128716;19.266518569606955;75.48539212305421;1.9704393991643476;0.0505240871580602;0.0;3.227125821016416;Dense, Faible conso, Croissance modérée
271;271;Biars-sur-Cère - Saint-Céré;1;13;49;Petite;188540;6330;194870;-228;26285;26057;669570555;70494;115885;0;6254;76;2161;38.915988472641246;-0.8674148754042229;7.235675634186591;-826.9298245614035;0.0002910372903121464;36.17488582131678;59.467850361779654;0.0;3.2093190332016213;0.039000359213834865;1.1089444244881204;Peu dense, Forte conso, Croissance modérée
272;272;Pleyben - Châteaulin;1;13;18;Petite;72661;16922;89583;-658;26302;25644;531161207;16044;46023;10227;16922;0;367;48.27912818565457;-2.501710896509771;2.8334503197629073;-110.42705167173253;0.00016865501248851557;17.909648035899668;51.37470278959177;11.41622852550149;18.88974470602681;0.0;0.40967594298025295;Dense, Faible conso, Croissance modérée
